"Div","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","timeofday","TotalYellow","TotalRed","HBP","ABP","TBP","Total.Fouls","B365H","B365D","B365A","B365CH","B365CD","B365CA","ExpectedR","POS","ERO"
"E0","13/02/2021","15:00","Crystal Palace","Burnley",0,3,"A",0,2,"A","M Oliver",13,16,3,4,15,14,7,4,0,0,0,0,"Afternoon",0,0,0,0,0,29,2.37,3.1,3.2,2.8,3.1,2.7,"A","Y",2.7
"E0","13/02/2021","17:30","Man City","Tottenham",3,0,"H",1,0,"H","P Tierney",15,7,6,3,12,13,4,2,1,3,0,0,"Evening",4,0,10,30,40,25,1.28,5.75,9.5,1.3,5.75,9,"H","Y",1.3
"E0","13/02/2021","20:00","Brighton","Aston Villa",0,0,"D",0,0,"D","D England",26,4,9,1,16,12,9,2,2,3,0,0,"Evening",5,0,20,30,50,28,2.7,3.5,2.5,2.87,3.3,2.45,"A","N",2.45
"E0","14/02/2021","12:00","Southampton","Wolves",1,2,"A",1,0,"H","G Scott",7,10,3,4,10,9,4,6,2,2,0,0,"Afternoon",4,0,20,20,40,19,2.37,3.2,3.1,2.2,3.2,3.6,"H","N",2.2
"E0","14/02/2021","14:00","West Brom","Man United",1,1,"D",1,1,"D","C Pawson",7,10,3,7,13,10,4,5,5,0,0,0,"Afternoon",5,0,50,0,50,23,10,5.5,1.3,10,5.75,1.28,"A","N",1.28
"E0","14/02/2021","16:30","Arsenal","Leeds",4,2,"H",3,0,"H","S Attwell",13,9,5,5,8,17,4,5,0,2,0,0,"Afternoon",2,0,0,20,20,25,1.83,3.8,4,1.8,3.8,4.33,"H","Y",1.8
"E0","14/02/2021","19:00","Everton","Fulham",0,2,"A",0,0,"D","A Madley",7,12,2,3,7,16,5,4,1,1,0,0,"Evening",2,0,10,10,20,23,1.85,3.6,4.2,2,3.4,3.9,"H","N",2
"E0","15/02/2021","18:00","West Ham","Sheffield United",3,0,"H",1,0,"H","S Hooper",13,8,9,5,11,12,7,7,0,2,0,0,"Evening",2,0,0,20,20,23,1.66,3.75,5.25,2,3.3,4,"H","Y",2
"E0","15/02/2021","20:00","Chelsea","Newcastle",2,0,"H",2,0,"H","P Bankes",18,10,5,4,9,13,10,5,0,0,0,0,"Evening",0,0,0,0,0,22,1.22,6.5,12,1.28,5.75,9.5,"H","Y",1.28
"E0","17/02/2021","18:00","Burnley","Fulham",1,1,"D",0,0,"D","J Moss",8,8,3,3,7,13,5,5,1,1,0,0,"Evening",2,0,10,10,20,20,2.75,3.2,2.7,2.9,3.1,2.55,"A","N",2.55
"E0","17/02/2021","20:15","Everton","Man City",1,3,"A",1,1,"D","A Marriner",3,16,2,7,8,8,0,10,2,1,0,0,"Evening",3,0,20,10,30,16,8.5,5.5,1.33,11,5.5,1.28,"A","Y",1.28
"E0","19/02/2021","20:00","Wolves","Leeds",1,0,"H",0,0,"D","D Coote",15,18,5,7,13,8,7,9,1,0,0,0,"Evening",1,0,10,0,10,21,2.37,3.3,3,2.25,3.4,3.2,"H","Y",2.25
"E0","20/02/2021","12:30","Southampton","Chelsea",1,1,"D",1,0,"H","A Taylor",4,9,1,3,10,10,3,6,1,1,0,0,"Afternoon",2,0,10,10,20,20,5,3.8,1.7,4.75,3.75,1.75,"A","N",1.75
"E0","20/02/2021","15:00","Burnley","West Brom",0,0,"D",0,0,"D","M Dean",6,10,1,3,16,10,5,5,3,0,0,1,"Afternoon",3,1,30,25,55,26,2,3.3,4,2.1,3.25,3.6,"H","N",2.1
"E0","20/02/2021","17:30","Liverpool","Everton",0,2,"A",0,1,"A","C Kavanagh",15,9,6,6,10,10,7,2,2,1,0,0,"Evening",3,0,20,10,30,20,1.44,4.5,7,1.36,5.5,7,"H","N",1.36
"E0","20/02/2021","20:00","Fulham","Sheffield United",1,0,"H",0,0,"D","M Atkinson",15,4,7,2,11,14,6,4,1,2,0,0,"Evening",3,0,10,20,30,25,2.15,3.2,3.6,1.9,3.4,4.2,"H","Y",1.9
"E0","21/02/2021","12:00","West Ham","Tottenham",2,1,"H",1,0,"H","C Pawson",4,20,4,4,14,7,5,7,4,3,0,0,"Afternoon",7,0,40,30,70,21,2.62,3.4,2.7,2.9,3.4,2.4,"A","N",2.4
"E0","21/02/2021","14:05","Aston Villa","Leicester",1,2,"A",0,2,"A","M Oliver",11,16,2,7,11,12,7,8,2,1,0,0,"Afternoon",3,0,20,10,30,23,2.87,3.5,2.4,3.7,3.7,1.95,"A","Y",1.95
"E0","21/02/2021","16:30","Arsenal","Man City",0,1,"A",0,1,"A","J Moss",7,15,1,3,11,9,1,3,2,2,0,0,"Afternoon",4,0,20,20,40,20,6.5,4.33,1.5,7,4.5,1.44,"A","Y",1.44
"E0","21/02/2021","19:00","Man United","Newcastle",3,1,"H",1,1,"D","P Tierney",15,10,7,6,9,11,6,4,1,2,0,0,"Evening",3,0,10,20,30,20,1.28,5.5,10,1.3,5.5,10,"H","Y",1.3
"E0","22/02/2021","20:00","Brighton","Crystal Palace",1,2,"A",0,1,"A","K Friend",25,3,5,2,11,6,13,0,2,0,0,0,"Evening",2,0,20,0,20,17,1.7,3.5,5.5,1.72,3.5,5.25,"H","N",1.72
"E0","23/02/2021","18:00","Leeds","Southampton",3,0,"H",0,0,"D","A Marriner",11,13,7,5,11,13,2,4,1,2,0,0,"Evening",3,0,10,20,30,24,2.25,3.5,3.1,2.1,3.7,3.3,"H","Y",2.1
"E0","27/02/2021","12:30","Man City","West Ham",2,1,"H",1,1,"D","M Oliver",10,9,3,3,8,11,4,2,1,1,0,0,"Afternoon",2,0,10,10,20,19,1.22,6.5,12,1.25,6.5,11,"H","Y",1.25
"E0","27/02/2021","15:00","West Brom","Brighton",1,0,"H",1,0,"H","L Mason",6,15,2,6,11,12,7,4,0,0,0,0,"Afternoon",0,0,0,0,0,23,4.2,3.3,1.95,4.5,3.5,1.8,"A","N",1.8
"E0","27/02/2021","17:30","Leeds","Aston Villa",0,1,"A",0,1,"A","P Bankes",13,9,3,4,14,14,7,5,3,2,0,0,"Evening",5,0,30,20,50,28,2.15,3.6,3.2,2,3.8,3.4,"H","N",2
"E0","27/02/2021","20:00","Newcastle","Wolves",1,1,"D",0,0,"D","M Dean",19,14,7,4,11,13,3,5,2,0,0,0,"Evening",2,0,20,0,20,24,3.5,3.2,2.2,3.6,3.1,2.2,"A","N",2.2
"E0","28/02/2021","12:00","Crystal Palace","Fulham",0,0,"D",0,0,"D","A Taylor",3,16,0,4,10,14,1,3,1,1,0,0,"Afternoon",2,0,10,10,20,24,3.5,3.2,2.2,3.5,3.2,2.2,"A","N",2.2
"E0","28/02/2021","12:00","Leicester","Arsenal",1,3,"A",1,2,"A","P Tierney",8,12,3,4,15,3,2,7,2,1,0,0,"Afternoon",3,0,20,10,30,18,2.5,3.4,2.8,2.37,3.3,3.1,"H","N",2.37
"E0","28/02/2021","14:00","Tottenham","Burnley",4,0,"H",3,0,"H","K Friend",16,10,7,3,6,10,3,4,0,0,0,0,"Afternoon",0,0,0,0,0,16,1.53,4,6.5,1.45,4.33,7.5,"H","Y",1.45
"E0","28/02/2021","16:30","Chelsea","Man United",0,0,"D",0,0,"D","S Attwell",18,11,6,4,11,12,3,4,1,2,0,0,"Afternoon",3,0,10,20,30,23,2.15,3.4,3.4,2.3,3.4,3.1,"H","N",2.3
"E0","28/02/2021","19:15","Sheffield United","Liverpool",0,2,"A",0,0,"D","J Moss",8,16,2,8,9,9,4,3,0,0,0,0,"Evening",0,0,0,0,0,18,8,5,1.36,8,5,1.36,"A","Y",1.36
"E0","01/03/2021","20:00","Everton","Southampton",1,0,"H",1,0,"H","M Atkinson",7,9,1,1,13,9,4,10,0,2,0,0,"Evening",2,0,0,20,20,22,2.15,3.5,3.3,2.1,3.5,3.4,"H","Y",2.1
"E0","02/03/2021","20:00","Man City","Wolves",4,1,"H",1,0,"H","C Kavanagh",22,6,10,1,9,5,10,2,0,1,0,0,"Evening",1,0,0,10,10,14,1.18,7,15,1.2,6.5,15,"H","Y",1.2
"E0","03/03/2021","18:00","Burnley","Leicester",1,1,"D",1,1,"D","A Madley",12,15,7,4,6,12,5,8,0,2,0,0,"Evening",2,0,0,20,20,18,4,3.25,2,3.75,3.2,2.1,"A","N",2.1
"E0","03/03/2021","18:00","Sheffield United","Aston Villa",1,0,"H",1,0,"H","R Jones",9,16,2,4,13,6,2,7,1,0,1,0,"Evening",1,1,35,0,35,19,3.75,3.4,2.05,3.5,3.5,2.1,"A","N",2.1
"E0","03/03/2021","20:15","Crystal Palace","Man United",0,0,"D",0,0,"D","A Marriner",8,11,2,1,4,13,4,6,1,0,0,0,"Evening",1,0,10,0,10,17,8,4.75,1.4,7.5,4.75,1.4,"A","N",1.4
"E0","04/03/2021","18:00","Fulham","Tottenham",0,1,"A",0,1,"A","D Coote",11,9,3,2,13,9,4,1,2,1,0,0,"Evening",3,0,20,10,30,22,4,3.6,1.9,3.7,3.4,2.05,"A","Y",2.05
"E0","04/03/2021","18:00","West Brom","Everton",0,1,"A",0,0,"D","D England",11,11,3,3,9,7,3,3,3,1,0,0,"Evening",4,0,30,10,40,16,4.33,3.6,1.83,3.9,3.5,1.95,"A","Y",1.95
"E0","04/03/2021","20:15","Liverpool","Chelsea",0,1,"A",0,1,"A","M Atkinson",7,11,1,5,9,8,5,2,0,0,0,0,"Evening",0,0,0,0,0,17,2.25,3.6,3,2.15,3.5,3.25,"H","N",2.15
"E0","06/03/2021","12:30","Burnley","Arsenal",1,1,"D",1,1,"D","A Marriner",9,15,5,3,5,12,2,4,1,1,0,0,"Afternoon",2,0,10,10,20,17,5.5,4,1.61,5,3.6,1.75,"A","N",1.75
"E0","06/03/2021","15:00","Sheffield United","Southampton",0,2,"A",0,1,"A","P Tierney",8,15,2,5,17,11,7,3,4,3,0,0,"Afternoon",7,0,40,30,70,28,3.6,3.5,2,3.8,3.4,2,"A","Y",2
"E0","06/03/2021","17:30","Aston Villa","Wolves",0,0,"D",0,0,"D","A Madley",9,10,1,2,13,13,5,3,1,0,0,0,"Evening",1,0,10,0,10,26,2.37,3.25,3.1,2.55,3.1,2.9,"H","N",2.55
"E0","06/03/2021","20:00","Brighton","Leicester",1,2,"A",1,0,"H","M Oliver",7,8,2,4,14,8,6,6,0,1,0,0,"Evening",1,0,0,10,10,22,2.55,3.25,2.8,2.45,3.2,3,"H","N",2.45
"E0","07/03/2021","12:00","West Brom","Newcastle",0,0,"D",0,0,"D","M Atkinson",13,9,3,5,11,10,9,7,0,0,0,0,"Afternoon",0,0,0,0,0,21,2.37,3.2,3.1,2.3,3.2,3.2,"H","N",2.3
"E0","07/03/2021","14:00","Liverpool","Fulham",0,1,"A",0,1,"A","K Friend",16,10,3,3,10,8,9,4,2,3,0,0,"Afternoon",5,0,20,30,50,18,1.36,5,8.5,1.61,4,5.5,"H","N",1.61
"E0","07/03/2021","16:30","Man City","Man United",0,2,"A",0,1,"A","A Taylor",23,8,6,6,9,12,6,2,0,3,0,0,"Afternoon",3,0,0,30,30,21,1.45,4.5,7,1.44,4.5,7,"H","N",1.44
"E0","07/03/2021","19:15","Tottenham","Crystal Palace",4,1,"H",1,1,"D","S Attwell",12,5,5,1,8,17,1,5,2,3,0,0,"Evening",5,0,20,30,50,25,1.45,4.5,7,1.53,4,6.5,"H","Y",1.53
"E0","08/03/2021","18:00","Chelsea","Everton",2,0,"H",1,0,"H","D Coote",19,7,9,1,11,12,7,3,0,3,0,0,"Evening",3,0,0,30,30,23,1.53,4,6.5,1.57,3.9,6,"H","Y",1.57
"E0","08/03/2021","20:00","West Ham","Leeds",2,0,"H",2,0,"H","M Dean",16,17,5,2,9,9,6,6,1,1,0,0,"Evening",2,0,10,10,20,18,2.05,3.6,3.5,2.25,3.6,3,"H","Y",2.25
"E0","10/03/2021","18:00","Man City","Southampton",5,2,"H",3,1,"H","J Moss",17,11,10,6,6,4,5,5,1,0,0,0,"Evening",1,0,10,0,10,10,1.18,7.5,15,1.16,7,17,"H","Y",1.16
"E0","12/03/2021","20:00","Newcastle","Aston Villa",1,1,"D",0,0,"D","P Tierney",12,15,3,6,10,10,2,2,2,3,0,0,"Evening",5,0,20,30,50,20,3.8,3.3,2.05,3.6,3.3,2.1,"A","N",2.1
"E0","13/03/2021","12:30","Leeds","Chelsea",0,0,"D",0,0,"D","K Friend",7,15,4,8,16,6,8,5,3,0,0,0,"Afternoon",3,0,30,0,30,22,4.75,4,1.7,5.25,3.8,1.66,"A","N",1.66
"E0","13/03/2021","15:00","Crystal Palace","West Brom",1,0,"H",1,0,"H","S Hooper",6,12,4,1,16,15,3,2,3,1,0,0,"Afternoon",4,0,30,10,40,31,2.15,3.2,3.6,2.3,3.1,3.4,"H","Y",2.3
"E0","13/03/2021","17:30","Everton","Burnley",1,2,"A",1,2,"A","J Moss",14,14,4,5,9,6,7,4,0,4,0,0,"Evening",4,0,0,40,40,15,1.83,3.5,4.5,1.9,3.4,4.2,"H","N",1.9
"E0","13/03/2021","20:00","Fulham","Man City",0,3,"A",0,0,"D","A Marriner",3,8,0,7,14,13,4,2,0,0,0,0,"Evening",0,0,0,0,0,27,10,5,1.33,8,4.75,1.4,"A","Y",1.4
"E0","14/03/2021","12:00","Southampton","Brighton",1,2,"A",1,1,"D","S Attwell",9,8,4,6,11,10,4,5,0,0,0,0,"Afternoon",0,0,0,0,0,21,2.9,3.1,2.5,3.25,3.1,2.37,"A","Y",2.37
"E0","14/03/2021","14:00","Leicester","Sheffield United",5,0,"H",1,0,"H","P Bankes",19,1,10,0,10,9,9,1,0,2,0,0,"Afternoon",2,0,0,20,20,19,1.5,4.2,6.5,1.5,4,7.5,"H","Y",1.5
"E0","14/03/2021","16:30","Arsenal","Tottenham",2,1,"H",1,1,"D","M Oliver",13,6,3,3,12,14,6,3,1,2,0,1,"Afternoon",3,1,10,45,55,26,2.55,3.4,2.75,2.62,3.4,2.75,"H","Y",2.62
"E0","14/03/2021","19:15","Man United","West Ham",1,0,"H",0,0,"D","M Atkinson",15,7,4,0,12,2,6,3,4,0,0,0,"Evening",4,0,40,0,40,14,1.83,3.6,4.33,1.75,3.6,4.8,"H","Y",1.75
"E0","15/03/2021","20:00","Wolves","Liverpool",0,1,"A",0,1,"A","C Pawson",10,12,5,4,17,10,3,2,2,1,0,0,"Evening",3,0,20,10,30,27,4.75,3.75,1.72,5.5,3.9,1.61,"A","Y",1.61
"E0","19/03/2021","20:00","Fulham","Leeds",1,2,"A",1,1,"D","D Coote",13,13,6,4,13,12,13,7,2,2,0,0,"Evening",4,0,20,20,40,25,2.37,3.4,3,2.5,3.3,2.87,"H","N",2.5
"E0","20/03/2021","20:00","Brighton","Newcastle",3,0,"H",1,0,"H","A Taylor",11,3,6,1,12,5,3,1,0,1,0,0,"Evening",1,0,0,10,10,17,1.66,3.5,6,1.66,3.6,5.5,"H","Y",1.66
"E0","21/03/2021","15:00","West Ham","Arsenal",3,3,"D",3,1,"H","J Moss",15,16,5,7,18,8,3,5,3,1,0,0,"Afternoon",4,0,30,10,40,26,2.8,3.5,2.45,3.5,3.5,2.1,"A","N",2.1
"E0","21/03/2021","19:30","Aston Villa","Tottenham",0,2,"A",0,1,"A","M Dean",8,9,1,3,18,13,5,8,3,2,0,0,"Evening",5,0,30,20,50,31,2.9,3.3,2.45,2.9,3.4,2.4,"A","Y",2.4
"E0","03/04/2021","12:30","Chelsea","West Brom",2,5,"A",1,2,"A","D Coote",18,14,8,7,11,6,10,3,1,1,1,0,"Afternoon",2,1,35,10,45,17,1.22,6,15,1.25,5.75,12,"H","N",1.25
"E0","03/04/2021","15:00","Leeds","Sheffield United",2,1,"H",1,1,"D","G Scott",23,9,8,1,12,13,5,7,1,2,0,0,"Afternoon",3,0,10,20,30,25,1.5,4.33,6.5,1.53,4.2,6,"H","Y",1.53
"E0","03/04/2021","17:30","Leicester","Man City",0,2,"A",0,0,"D","A Taylor",5,11,2,4,13,12,1,1,2,3,0,0,"Evening",5,0,20,30,50,25,6,4.2,1.53,5.25,4.1,1.61,"A","Y",1.61
"E0","03/04/2021","20:00","Arsenal","Liverpool",0,3,"A",0,0,"D","S Attwell",3,16,2,7,10,10,1,2,1,1,0,0,"Evening",2,0,10,10,20,20,3.1,3.7,2.15,2.75,3.6,2.4,"A","Y",2.4
"E0","04/04/2021","12:00","Southampton","Burnley",3,2,"H",2,2,"D","A Marriner",24,7,9,5,11,10,6,7,0,0,0,0,"Afternoon",0,0,0,0,0,21,2.05,3.3,3.8,1.95,3.3,4.2,"H","Y",1.95
"E0","04/04/2021","14:05","Newcastle","Tottenham",2,2,"D",1,2,"A","C Pawson",22,11,6,5,13,14,7,3,3,2,0,0,"Afternoon",5,0,30,20,50,27,5.5,4,1.6,5.5,3.8,1.65,"A","N",1.65
"E0","04/04/2021","16:30","Aston Villa","Fulham",3,1,"H",0,0,"D","A Madley",14,15,4,7,14,20,4,4,1,2,0,0,"Afternoon",3,0,10,20,30,34,2.25,3.3,3.3,2.55,3.1,2.9,"H","Y",2.55
"E0","04/04/2021","19:30","Man United","Brighton",2,1,"H",0,1,"A","M Dean",15,5,7,3,14,7,5,6,2,2,0,0,"Evening",4,0,20,20,40,21,1.61,4,5.5,1.66,3.75,5.25,"H","Y",1.66
"E0","05/04/2021","18:00","Everton","Crystal Palace",1,1,"D",0,0,"D","K Friend",15,13,7,6,10,10,3,4,2,0,0,0,"Evening",2,0,20,0,20,20,1.75,3.5,5,1.8,3.5,4.75,"H","N",1.8
"E0","05/04/2021","20:15","Wolves","West Ham",2,3,"A",1,3,"A","M Oliver",20,9,5,6,9,9,4,2,1,4,0,0,"Evening",5,0,10,40,50,18,2.87,3.2,2.55,2.9,3.1,2.6,"A","Y",2.6
"E0","09/04/2021","20:00","Fulham","Wolves",0,1,"A",0,0,"D","J Moss",14,7,3,3,11,8,3,4,0,0,0,0,"Evening",0,0,0,0,0,19,2.5,3,3.1,2.5,3.1,3,"H","N",2.5
"E0","10/04/2021","12:30","Man City","Leeds",1,2,"A",0,1,"A","A Marriner",29,2,7,2,12,15,9,3,3,1,0,1,"Afternoon",4,1,30,35,65,27,1.28,5.75,10,1.36,5.25,7.5,"H","N",1.36
"E0","10/04/2021","15:00","Liverpool","Aston Villa",2,1,"H",0,1,"A","P Tierney",23,9,10,5,16,11,7,0,2,4,0,0,"Afternoon",6,0,20,40,60,27,1.5,4.33,6.5,1.45,4.75,6.5,"H","Y",1.45
"E0","10/04/2021","17:30","Crystal Palace","Chelsea",1,4,"A",0,3,"A","M Oliver",1,23,1,10,7,12,0,8,1,0,0,0,"Evening",1,0,10,0,10,19,7,3.8,1.53,7.5,4.33,1.45,"A","Y",1.45
"E0","11/04/2021","12:00","Burnley","Newcastle",1,2,"A",1,0,"H","A Taylor",24,10,4,5,11,12,13,3,1,0,0,0,"Afternoon",1,0,10,0,10,23,2.3,3.1,3.4,2.25,3.3,3.25,"H","N",2.25
"E0","11/04/2021","14:05","West Ham","Leicester",3,2,"H",2,0,"H","M Dean",4,15,4,5,7,13,1,9,3,3,0,0,"Afternoon",6,0,30,30,60,20,3,3.3,2.37,3.1,3.3,2.3,"A","N",2.3
"E0","11/04/2021","16:30","Tottenham","Man United",1,3,"A",1,0,"H","C Kavanagh",12,12,3,7,11,15,7,5,1,5,0,0,"Afternoon",6,0,10,50,60,26,2.87,3.4,2.45,2.9,3.5,2.37,"A","Y",2.37
"E0","11/04/2021","19:00","Sheffield United","Arsenal",0,3,"A",0,1,"A","P Bankes",7,14,2,5,9,6,2,4,1,1,0,0,"Evening",2,0,10,10,20,15,6.5,3.75,1.57,5.5,3.6,1.66,"A","Y",1.66
"E0","12/04/2021","18:00","West Brom","Southampton",3,0,"H",2,0,"H","S Hooper",15,14,6,4,12,11,5,10,0,1,0,0,"Evening",1,0,0,10,10,23,3.6,3.3,2.1,3.6,3.6,2,"A","N",2
"E0","12/04/2021","20:15","Brighton","Everton",0,0,"D",0,0,"D","D England",23,8,3,1,12,7,10,3,1,2,0,0,"Evening",3,0,10,20,30,19,2.25,3.3,3.3,2.1,3.4,3.5,"H","N",2.1
"E0","16/04/2021","20:00","Everton","Tottenham",2,2,"D",1,1,"D","M Oliver",18,12,7,3,8,8,6,3,1,1,0,0,"Evening",2,0,10,10,20,16,3.4,3.5,2.1,3.4,3.5,2.1,"A","N",2.1
"E0","17/04/2021","12:30","Newcastle","West Ham",3,2,"H",2,0,"H","K Friend",16,16,8,6,9,7,3,8,2,0,0,1,"Afternoon",2,1,20,25,45,16,3.5,3.5,2.05,3.4,3.4,2.15,"A","N",2.15
"E0","17/04/2021","20:15","Wolves","Sheffield United",1,0,"H",0,0,"D","R Jones",10,8,5,2,8,15,3,3,1,2,0,0,"Evening",3,0,10,20,30,23,1.66,3.5,5.75,1.72,3.4,5.25,"H","Y",1.72
"E0","18/04/2021","13:30","Arsenal","Fulham",1,1,"D",0,0,"D","C Pawson",18,3,5,1,9,11,11,1,0,3,0,0,"Afternoon",3,0,0,30,30,20,1.7,3.8,4.8,1.8,3.75,4.33,"H","N",1.8
"E0","18/04/2021","16:00","Man United","Burnley",3,1,"H",0,0,"D","J Moss",17,10,9,3,9,12,8,3,1,2,0,0,"Afternoon",3,0,10,20,30,21,1.33,5.25,9,1.33,5.25,9,"H","Y",1.33
"E0","19/04/2021","20:00","Leeds","Liverpool",1,1,"D",0,1,"A","A Taylor",12,17,5,7,17,15,10,8,2,1,0,0,"Evening",3,0,20,10,30,32,4.5,4.33,1.66,5,4.5,1.6,"A","N",1.6
"E0","20/04/2021","20:00","Chelsea","Brighton",0,0,"D",0,0,"D","S Attwell",7,11,4,2,8,9,0,3,2,0,0,1,"Evening",2,1,20,25,45,17,1.57,4,6,1.66,3.6,5.5,"H","N",1.66
"E0","21/04/2021","18:00","Tottenham","Southampton",2,1,"H",0,1,"A","D Coote",12,10,3,5,10,14,5,5,2,1,0,0,"Evening",3,0,20,10,30,24,1.75,3.8,4.5,1.8,3.9,4.2,"H","Y",1.8
"E0","21/04/2021","20:15","Aston Villa","Man City",1,2,"A",1,2,"A","P Bankes",8,13,3,3,12,7,1,11,0,1,1,1,"Evening",1,2,25,35,60,19,9,4.75,1.36,10,5.25,1.3,"A","Y",1.3
"E0","22/04/2021","20:00","Leicester","West Brom",3,0,"H",3,0,"H","A Madley",17,4,7,1,13,12,7,3,0,2,0,0,"Evening",2,0,0,20,20,25,1.53,3.8,6,1.61,3.8,5.75,"H","Y",1.61
"E0","23/04/2021","20:00","Arsenal","Everton",0,1,"A",0,0,"D","J Moss",14,8,3,1,13,10,7,3,1,3,0,0,"Evening",4,0,10,30,40,23,2,3.5,3.75,1.95,3.5,3.9,"H","N",1.95
"E0","24/04/2021","12:30","Liverpool","Newcastle",1,1,"D",1,0,"H","A Marriner",22,7,9,4,9,7,6,3,2,1,0,0,"Afternoon",3,0,20,10,30,16,1.22,6.5,12,1.18,7.5,13,"H","N",1.18
"E0","24/04/2021","17:30","West Ham","Chelsea",0,1,"A",0,1,"A","C Kavanagh",9,17,2,6,9,11,4,2,0,4,1,0,"Evening",4,1,25,40,65,20,4.75,3.6,1.75,5.25,3.9,1.65,"A","Y",1.65
"E0","24/04/2021","20:00","Sheffield United","Brighton",1,0,"H",1,0,"H","K Friend",7,17,3,4,13,7,2,12,3,0,0,0,"Evening",3,0,30,0,30,20,5.25,3.4,1.75,6,4,1.57,"A","N",1.57
"E0","25/04/2021","12:00","Wolves","Burnley",0,4,"A",0,3,"A","D England",12,14,2,7,8,9,8,5,1,2,0,0,"Afternoon",3,0,10,20,30,17,2,3.4,3.9,2.3,3.1,3.4,"H","N",2.3
"E0","25/04/2021","14:00","Leeds","Man United",0,0,"D",0,0,"D","C Pawson",6,16,3,4,21,11,2,6,4,1,0,0,"Afternoon",5,0,40,10,50,32,4,4.2,1.75,4.2,4,1.75,"A","N",1.75
"E0","25/04/2021","19:00","Aston Villa","West Brom",2,2,"D",1,1,"D","S Attwell",24,10,11,4,14,9,11,4,0,2,0,0,"Evening",2,0,0,20,20,23,1.85,3.6,4.2,2.05,3.5,3.6,"H","N",2.05
"E0","26/04/2021","20:00","Leicester","Crystal Palace",2,1,"H",0,1,"A","G Scott",13,4,5,2,13,12,7,2,0,1,0,0,"Evening",1,0,0,10,10,25,1.4,4.33,8.5,1.4,4.75,8,"H","Y",1.4
"E0","30/04/2021","20:00","Southampton","Leicester",1,1,"D",0,0,"D","R Jones",5,23,3,9,9,13,0,10,1,0,1,0,"Evening",1,1,35,0,35,22,3.8,3.8,1.9,4,3.8,1.85,"A","N",1.85
"E0","01/05/2021","12:30","Crystal Palace","Man City",0,2,"A",0,0,"D","D Coote",9,20,4,3,9,10,2,6,2,0,0,0,"Afternoon",2,0,20,0,20,19,10,5,1.33,9.5,5.5,1.3,"A","Y",1.3
"E0","01/05/2021","15:00","Brighton","Leeds",2,0,"H",1,0,"H","C Kavanagh",17,11,5,2,17,6,2,9,1,1,0,0,"Afternoon",2,0,10,10,20,23,2.05,3.5,3.5,2.05,3.5,3.6,"H","Y",2.05
"E0","01/05/2021","17:30","Chelsea","Fulham",2,0,"H",1,0,"H","K Friend",9,10,5,3,15,8,1,8,1,1,0,0,"Evening",2,0,10,10,20,23,1.44,4.4,7.5,1.44,4.2,8,"H","Y",1.44
"E0","01/05/2021","20:00","Everton","Aston Villa",1,2,"A",1,1,"D","S Hooper",16,13,3,5,10,13,3,6,0,2,0,0,"Evening",2,0,0,20,20,23,1.95,3.6,3.8,1.9,3.8,3.75,"H","N",1.9
"E0","02/05/2021","14:00","Newcastle","Arsenal",0,2,"A",0,1,"A","M Dean",5,19,1,5,10,9,3,7,2,1,1,0,"Afternoon",3,1,45,10,55,19,3.6,3.6,2,3.75,3.6,1.95,"A","Y",1.95
"E0","02/05/2021","19:15","Tottenham","Sheffield United",4,0,"H",1,0,"H","A Marriner",20,8,11,1,8,9,6,6,1,1,0,0,"Evening",2,0,10,10,20,17,1.25,6,12,1.3,5.5,9.5,"H","Y",1.3
"E0","03/05/2021","18:00","West Brom","Wolves",1,1,"D",0,1,"A","P Tierney",10,20,4,10,17,11,5,6,2,0,0,0,"Evening",2,0,20,0,20,28,2.9,3.2,2.5,2.5,3.1,3,"H","N",2.5
"E0","03/05/2021","20:15","Burnley","West Ham",1,2,"A",1,2,"A","A Taylor",8,22,3,4,4,8,5,4,2,1,0,0,"Evening",3,0,20,10,30,12,3.1,3.6,2.2,3,3.5,2.3,"A","Y",2.3
"E0","07/05/2021","20:00","Leicester","Newcastle",2,4,"A",0,2,"A","D England",25,14,9,6,12,9,9,6,1,1,0,0,"Evening",2,0,10,10,20,21,1.4,4.75,8,1.36,4.75,8.5,"H","N",1.36
"E0","08/05/2021","12:30","Leeds","Tottenham",3,1,"H",2,1,"H","M Oliver",16,11,7,3,12,10,8,6,1,2,0,0,"Afternoon",3,0,10,20,30,22,3.4,3.8,2,3.9,4,1.83,"A","N",1.83
"E0","08/05/2021","15:00","Sheffield United","Crystal Palace",0,2,"A",0,1,"A","S Hooper",7,21,0,8,11,8,5,11,1,1,0,0,"Afternoon",2,0,10,10,20,19,3,3.2,2.45,2.9,3.2,2.5,"A","Y",2.5
"E0","08/05/2021","17:30","Man City","Chelsea",1,2,"A",1,0,"H","A Taylor",16,12,4,5,12,10,6,2,2,0,0,0,"Evening",2,0,20,0,20,22,1.9,3.4,4.2,2,3.4,3.8,"H","N",2
"E0","08/05/2021","20:15","Liverpool","Southampton",2,0,"H",1,0,"H","K Friend",14,12,6,6,10,6,8,4,0,1,0,0,"Evening",1,0,0,10,10,16,1.25,6,11,1.28,5.75,9.5,"H","Y",1.28
